hyponym,hypo-definition,hypernym
senior,older; higher in rank; longer in length of tenure or service,experienced
sensible,showing reason or sound judgment,prudent
sensible,showing reason or sound judgment,wise
sensible,showing reason or sound judgment,rational
sensitive,responsive to physical stimuli,reactive
sensitive,responsive to physical stimuli,responsive
separate,independent; not united or joint,individual
separate,independent; not united or joint,disconnected
separate,independent; not united or joint,distinct
severe,intensely or extremely bad or unpleasant in degree or quality,intense
severe,intensely or extremely bad or unpleasant in degree or quality,extreme
sexual,of or relating to or characterized by sexuality,biological
sexual,of or relating to or characterized by sexuality,physical
shallow,acking depth of intellect or knowledge; concerned only with what is obvious,naive
shallow,acking depth of intellect or knowledge; concerned only with what is obvious,simple
shared,have in common; held or experienced in common,joint
shared,have in common; held or experienced in common,common
sharp,keenly and painfully felt; as if caused by a sharp edge or point,severe
sharp,keenly and painfully felt; as if caused by a sharp edge or point,painful
sheer,complete and without restriction or qualification; sometimes used informally as intensifiers,unrestricted
sheer,complete and without restriction or qualification; sometimes used informally as intensifiers,total
shocked,"struck with fear, dread, or consternation",alarmed
shocked,"struck with fear, dread, or consternation",anxious
shocked,"struck with fear, dread, or consternation",afraid
short-term,relating to or extending over a limited period,temporary
short-term,relating to or extending over a limited period,limited
short-term,relating to or extending over a limited period,brief
short,primarily temporal sense; indicating or being or seeming to be limited in duration,limited
short,primarily temporal sense; indicating or being or seeming to be limited in duration,brief
short,(primarily spatial sense) having little length or lacking in length,small
shy,lacking self-confidence,insecure
sick,affected by an impairment of normal physical or mental function,unwell
significant,important in effect or meaning,notable
significant,important in effect or meaning,considerable
significant,important in effect or meaning,meaningful
silent,marked by absence of sound,quiet
silly,"ludicrous, foolish",irrational
silly,"ludicrous, foolish",absurd
silly,"ludicrous, foolish",foolish
silver,made from or largely consisting of silver,metallic
silver,made from or largely consisting of silver,precious
similar,marked by correspondence or resemblance,comparable
single,not married or related to the unmarried state,unattached
sleeping,lying with head on paws as if sleeping,resting
sleeping,lying with head on paws as if sleeping,still
slight,(quantifier used with mass nouns) small in quantity or degree; not much or almost none or (with ‘a’) at least some,insignificant
slight,(quantifier used with mass nouns) small in quantity or degree; not much or almost none or (with ‘a’) at least some,minimal
slight,(quantifier used with mass nouns) small in quantity or degree; not much or almost none or (with ‘a’) at least some,small
slim,being of delicate or slender build,lean
slippery,causing or tending to cause things to slip or slide,unsafe
slippery,causing or tending to cause things to slip or slide,hazardous
slow,not moving quickly; taking a comparatively long time,unhurried
slow,not moving quickly; taking a comparatively long time,gradual
small,limited or below average in number or quantity or magnitude or extent,limited
smooth,having a surface free from roughness or bumps or ridges or irregularities,even
smooth,having a surface free from roughness or bumps or ridges or irregularities,flat
smooth,having a surface free from roughness or bumps or ridges or irregularities,regular
so-called,doubtful or suspect,dubious
so-called,doubtful or suspect,suspect
so-called,doubtful or suspect,questionable
social,relating to human society and its members,civil
social,relating to human society and its members,communal
social,relating to human society and its members,interpersonal
sociological,of or relating to or determined by sociology,cultural
sociological,of or relating to or determined by sociology,social
sociological,of or relating to or determined by sociology,scientific
soft,yielding readily to pressure or weight,compliant
soft,yielding readily to pressure or weight,pliable
soft,yielding readily to pressure or weight,malleable
soft,yielding readily to pressure or weight,yielding
soft,yielding readily to pressure or weight,flexible
soft,(of sound) relatively low in volume,low
soft,(of sound) relatively low in volume,quiet
soft,yielding readily to pressure or weight,yielding
soft,yielding readily to pressure or weight,flexible
soft,yielding readily to pressure or weight,malleable
soft,yielding readily to pressure or weight,pliable
solar,relating to or derived from the sun or utilizing the energies of the sun,celestial
sole,not divided or shared with others,private
sole,not divided or shared with others,individual
solid,of definite shape and volume; firm; neither liquid nor gaseous,dense
solid,entirely of one substance with no holes inside,compact
solid,entirely of one substance with no holes inside,dense
sophisticated,having or appealing to those having worldly knowledge and refinement and savoir-faire,worldly
sophisticated,having or appealing to those having worldly knowledge and refinement and savoir-faire,cultured
sophisticated,having or appealing to those having worldly knowledge and refinement and savoir-faire,refined
sore,hurting,uncomfortable
sound,financially secure and safe,secure
sound,financially secure and safe,stable
sour,having a sharp biting taste,acidic
southern,in or characteristic of a region of the United States south of (approximately) the Mason-Dixon line,american
southern,in or characteristic of a region of the United States south of (approximately) the Mason-Dixon line,regional
spare,thin and fit,slender
spare,thin and fit,lean
spatial,pertaining to or involving or having the nature of space,physical
spatial,pertaining to or involving or having the nature of space,dimensional
spatial,pertaining to or involving or having the nature of space,geometric
special,unique or specific to a person or thing or category,distinct
specialist,an expert who is devoted to one occupation or branch of learning,skilled
specialist,an expert who is devoted to one occupation or branch of learning,knowledgeable
specialist,an expert who is devoted to one occupation or branch of learning,expert
specific,(sometimes followed by ‘to’) applying to or characterized by or distinguishing something particular or special or unique,unique
specific,(sometimes followed by ‘to’) applying to or characterized by or distinguishing something particular or special or unique,distinct
specified,clearly and explicitly stated,explicit
spectacular,sensational in appearance or thrilling in effect,impressive
spectacular,sensational in appearance or thrilling in effect,amazing
spiritual,concerned with sacred matters or religion or the church,sacred
splendid,having great beauty and splendor,beautiful
spoken,uttered through the medium of speech or characterized by speech; sometimes used in combination,oral
spoken,uttered through the medium of speech or characterized by speech; sometimes used in combination,verbal
spontaneous,happening or arising without apparent external cause,natural
square,having four equal sides and four right angles or forming a right angle,angular
square,having four equal sides and four right angles or forming a right angle,geometric
stable,resistant to change of position or condition,fixed
stable,resistant to change of position or condition,firm
standard,conforming to or constituting a standard of measurement or value; or of the usual or regularized or accepted kind,usual
standard,conforming to or constituting a standard of measurement or value; or of the usual or regularized or accepted kind,typical
standard,conforming to or constituting a standard of measurement or value; or of the usual or regularized or accepted kind,regular
standard,conforming to or constituting a standard of measurement or value; or of the usual or regularized or accepted kind,common
standard,conforming to or constituting a standard of measurement or value; or of the usual or regularized or accepted kind,normal
static,concerned with or producing or caused by static electricity,electrical
statistical,of or relating to statistics,mathematical
statistical,of or relating to statistics,scientific
statistical,of or relating to statistics,quantitative
statistical,of or relating to statistics,analytical
statutory,relating to or created by statutes,legal
statutory,relating to or created by statutes,official
steady,not subject to change or variation especially in behavior,consistent
steady,not subject to change or variation especially in behavior,stable
steady,not subject to change or variation especially in behavior,constant
steep,having a sharp inclination,sloping
steep,having a sharp inclination,inclined
sterling,highest in quality,excellent
sterling,highest in quality,superior
sticky,having the sticky properties of an adhesive,adhesive
stiff,having a strong physiological or chemical effect,powerful
stolen,take without the owner's consent,illegal
stolen,take without the owner's consent,unauthorized
straight,characterized by honesty and fairness,fair
straight,characterized by honesty and fairness,principled
straight,having no deviations,linear
straightforward,free from ambiguity,explicit
straightforward,free from ambiguity,simple
straightforward,free from ambiguity,clear
strategic,relating to or concerned with strategy,planned
strict,"characterized by strictness, severity, or restraint",harsh
strict,"characterized by strictness, severity, or restraint",severe
striking,sensational in appearance or thrilling in effect,remarkable
striking,sensational in appearance or thrilling in effect,impressive
strong,being distilled rather than fermented; having a high alcoholic content,intense
strong,being distilled rather than fermented; having a high alcoholic content,powerful
strong,having strength or power greater than average or expected,robust
strong,having strength or power greater than average or expected,powerful
stubborn,tenaciously unwilling or marked by tenacious unwillingness to yield,inflexible
stubborn,tenaciously unwilling or marked by tenacious unwillingness to yield,unyielding
stupid,lacking or marked by lack of intellectual acuity,foolish
subject,possibly accepting or permitting,permissive
subjective,taking place within the mind and modified by individual bias,mental
subjective,taking place within the mind and modified by individual bias,personal
subsequent,following in time or order,posterior
subsequent,following in time or order,later
substantial,having substance or capable of being treated as fact; not imaginary,concrete
substantive,defining rights and duties as opposed to giving the rules by which rights and duties are established,legal
subtle,difficult to detect or grasp by the mind or analyze,obscure
successive,in regular succession without gaps,continuous
sufficient,of a quantity that can fulfill a need or requirement but without being abundant,enough
sufficient,of a quantity that can fulfill a need or requirement but without being abundant,ample
sufficient,of a quantity that can fulfill a need or requirement but without being abundant,adequate
suitable,meant or adapted for an occasion or use,proper
suitable,meant or adapted for an occasion or use,adequate
suitable,meant or adapted for an occasion or use,convenient
sunny,bright and pleasant; promoting a feeling of cheer,pleasant
sunny,bright and pleasant; promoting a feeling of cheer,cheerful
sunny,bright and pleasant; promoting a feeling of cheer,bright
super,of the highest quality,excellent
super,of the highest quality,outstanding
superb,of surpassing excellence,outstanding
superb,of surpassing excellence,good
superb,of surpassing excellence,excellent
superior,of high or superior quality or performance,excellent
superior,of high or superior quality or performance,good
supplementary,functioning in a supporting capacity,supportive
supporting,furnishing support and encouragement,helpful
supposed,required or under orders,required
supposed,required or under orders,mandatory
supposed,required or under orders,obligatory
supreme,final or last in your life or progress,ultimate
supreme,final or last in your life or progress,final
sure,having or feeling no doubt or uncertainty; confident and assured,assured
sure,having or feeling no doubt or uncertainty; confident and assured,confident
surplus,"more than is needed, desired, or required",abundant
surrounding,closely encircling,adjacent
surrounding,closely encircling,peripheral
surrounding,closely encircling,encircling
suspicious,openly distrustful and unwilling to confide,distrustful
suspicious,openly distrustful and unwilling to confide,cautious
sweet,having or denoting the characteristic taste of sugar,flavorful
sweet,having or denoting the characteristic taste of sugar,pleasant
sweet,having or denoting the characteristic taste of sugar,tasty
sweet,having or denoting the characteristic taste of sugar,palatable
swift,United States meat-packer who began the use of refrigerated railroad cars (1839-1903),american
swift,United States meat-packer who began the use of refrigerated railroad cars (1839-1903),industrial
symbolic,relating to or using or proceeding by means of symbols,representational
symbolic,relating to or using or proceeding by means of symbols,figurative
symbolic,relating to or using or proceeding by means of symbols,abstract
sympathetic,of or relating to the sympathetic nervous system,physiological
sympathetic,of or relating to the sympathetic nervous system,neural
syntactic,of or relating to or conforming to the rules of syntax,grammatical
syntactic,of or relating to or conforming to the rules of syntax,linguistic
systematic,characterized by order and planning,planned
systematic,characterized by order and planning,organized
systematic,characterized by order and planning,structured
talented,endowed with talent or talents,skilled
talented,endowed with talent or talents,competent
talkative,full of trivial conversation,communicative
talkative,full of trivial conversation,verbose
tall,great in vertical dimension; high in stature,large
tasty,pleasing to the sense of taste,pleasant
technical,of or relating to technique or proficiency in a practical skill,practical
technical,of or relating to technique or proficiency in a practical skill,professional
technological,of or relating to a practical subject that is organized according to scientific principles,practical
technological,of or relating to a practical subject that is organized according to scientific principles,scientific
teenage,being of the age 13 through 19,juvenile
teenage,being of the age 13 through 19,young
tender,given to sympathy or gentleness or sentimentality,sympathetic
tender,given to sympathy or gentleness or sentimentality,gentle
tender,given to sympathy or gentleness or sentimentality,compassionate
tender,given to sympathy or gentleness or sentimentality,kind
tender,easy to cut or chew,soft
tender,easy to cut or chew,yielding
tender,easy to cut or chew,pliable
tense,in or of a state of physical or nervous tension,anxious
tense,in or of a state of physical or nervous tension,stressed
tense,in or of a state of physical or nervous tension,nervous
tense,taut or rigid; stretched tight,strained
tense,taut or rigid; stretched tight,tight
tense,taut or rigid; stretched tight,stretched
territorial,of or relating to a territory,geographic
territorial,of or relating to a territory,regional
theoretical,concerned primarily with theories or hypotheses rather than practical considerations,intellectual
theoretical,concerned primarily with theories or hypotheses rather than practical considerations,abstract
theoretical,concerned primarily with theories or hypotheses rather than practical considerations,conceptual
theoretical,concerned primarily with theories or hypotheses rather than practical considerations,speculative
theoretical,concerned primarily with theories or hypotheses rather than practical considerations,academic
thick,not thin; of a specific thickness or of relatively great extent from one surface to the opposite usually in the smallest of the three solid dimensions,large
thin,of relatively small extent from one surface to the opposite or in cross section,narrow
thin,of relatively small extent from one surface to the opposite or in cross section,small
thinking,endowed with the capacity to reason,rational
thinking,endowed with the capacity to reason,cognitive
thirsty,feeling a need or desire to drink,needy
thirsty,feeling a need or desire to drink,desirous
thorough,painstakingly careful and accurate,careful
thorough,painstakingly careful and accurate,accurate
thorough,painstakingly careful and accurate,diligent
thorough,painstakingly careful and accurate,scrupulous
thoughtful,exhibiting or characterized by careful thought,deliberate
tidy,marked by order and cleanliness in appearance or habits,organized
tidy,marked by order and cleanliness in appearance or habits,neat
tidy,marked by order and cleanliness in appearance or habits,orderly
tidy,marked by order and cleanliness in appearance or habits,clean
tiny,very small,small
tiny,very small,little
tiny,very small,miniature
tolerant,showing respect for the rights or opinions or practices of others,open-minded
tolerant,showing respect for the rights or opinions or practices of others,accepting
top,situated at the top or highest position,upper
top,situated at the top or highest position,superior
total,constituting the full quantity or extent; complete,complete
tough,not given to gentleness or sentimentality,stern
tough,unfortunate or hard to bear,severe
tough,unfortunate or hard to bear,difficult
toxic,of or relating to or caused by a toxin or poison,dangerous
toxic,of or relating to or caused by a toxin or poison,poisonous
toxic,of or relating to or caused by a toxin or poison,injurious
toxic,of or relating to or caused by a toxin or poison,harmful
trading,buying or selling securities or commodities,financial
trading,buying or selling securities or commodities,commercial
trading,buying or selling securities or commodities,economic
traditional,consisting of or derived from tradition,customary
traditional,consisting of or derived from tradition,conventional
tragic,of or relating to or characteristic of tragedy,somber
tragic,of or relating to or characteristic of tragedy,dramatic
trained,shaped or conditioned or disciplined by training; often used as a combining form,skilled
trained,shaped or conditioned or disciplined by training; often used as a combining form,prepared
trained,shaped or conditioned or disciplined by training; often used as a combining form,disciplined
trained,shaped or conditioned or disciplined by training; often used as a combining form,educated
transparent,transmitting light; able to be seen through with clarity,clear
tremendous,extraordinarily large in size or extent or amount or power or degree,large
tropical,"of or relating to the tropics, or either tropic",regional
tropical,"of or relating to the tropics, or either tropic",geographic
true,consistent with fact or reality; not false,correct
true,consistent with fact or reality; not false,real
true,consistent with fact or reality; not false,accurate
typical,exhibiting the qualities or characteristics that identify a group or kind or category,common
typical,exhibiting the qualities or characteristics that identify a group or kind or category,normal
typical,exhibiting the qualities or characteristics that identify a group or kind or category,conventional
typical,exhibiting the qualities or characteristics that identify a group or kind or category,ordinary
typical,exhibiting the qualities or characteristics that identify a group or kind or category,characteristic
ugly,displeasing to the senses,unpleasant
ultimate,furthest or highest in degree or order; utmost or extreme,extreme
ultimate,furthest or highest in degree or order; utmost or extreme,maximum
unable,(usually followed by ‘to’) not having the necessary means or skill or know-how,incapable
unacceptable,not acceptable; not welcome,undesirable
unanimous,in complete agreement,consistent
unanimous,in complete agreement,concordant
unaware,(often followed by ‘of’) not aware,ignorant
unaware,(often followed by ‘of’) not aware,unconscious
uncertain,lacking or indicating lack of confidence or assurance,hesitant
uncertain,lacking or indicating lack of confidence or assurance,questionable
uncertain,lacking or indicating lack of confidence or assurance,doubtful
unchanged,not made or become different,consistent
unchanged,not made or become different,constant
unchanged,not made or become different,stable
unclear,poorly stated or described,vague
unclear,poorly stated or described,ambiguous
unclear,poorly stated or described,obscure
uncomfortable,conducive to or feeling mental discomfort,unpleasant
uncomfortable,conducive to or feeling mental discomfort,distressing
unconscious,not conscious; lacking awareness and the capacity for sensory perception as if asleep or dead,unaware
unconscious,not conscious; lacking awareness and the capacity for sensory perception as if asleep or dead,insensible
underlying,be or form the base for,foundational
underlying,be or form the base for,basic
understandable,capable of being apprehended or understood,comprehensible
uneasy,lacking a sense of security or affording no ease or reassurance,troubled
uneasy,lacking a sense of security or affording no ease or reassurance,uncomfortable
unemployed,not engaged in a gainful occupation,unoccupied
unemployed,not engaged in a gainful occupation,idle
unexpected,not expected or anticipated,surprising
unfair,not fair; marked by injustice or partiality or deception,partial
unfamiliar,not known or well known,obscure
unfamiliar,not known or well known,unknown
unfortunate,not favored by fortune; marked or accompanied by or resulting in ill fortune,adverse
unhappy,experiencing or marked by or causing sadness or sorrow or discontent,miserable
uniform,always the same; showing a single form or character in all occurrences,constant
uniform,always the same; showing a single form or character in all occurrences,regular
unique,radically distinctive and without equal,distinctive
unique,radically distinctive and without equal,exceptional
united,characterized by unity; being or joined into a single entity,combined
united,characterized by unity; being or joined into a single entity,integrated
united,characterized by unity; being or joined into a single entity,connected
universal,of worldwide scope or applicability,global
universal,of worldwide scope or applicability,international
unknown,not known,unrecognized
unlike,marked by dissimilarity,divergent
unlike,marked by dissimilarity,diverse
unlike,marked by dissimilarity,different
unlike,marked by dissimilarity,distinct
unlikely,not likely to be true or to occur or to have occurred,doubtful
unprecedented,having no precedent; novel; never seen before,unique
unprecedented,having no precedent; novel; never seen before,original
unprecedented,having no precedent; novel; never seen before,singular
unsuccessful,not successful; having failed or having an unfavorable outcome,unfavorable
unsuccessful,not successful; having failed or having an unfavorable outcome,disappointing
unwanted,not wanted; not needed,unnecessary
unwilling,not disposed to and refusing to do something,hesitant
unwilling,not disposed to and refusing to do something,resistant
unwilling,not disposed to and refusing to do something,disinclined
up-to-date,reflecting the latest information or changes,current
up-to-date,reflecting the latest information or changes,new
up-to-date,reflecting the latest information or changes,modern
upper,the topmost one of two; upper,top
upper,the topmost one of two; upper,superior
upset,afflicted with or marked by anxious uneasiness or trouble or grief,anxious
upset,afflicted with or marked by anxious uneasiness or trouble or grief,troubled
urban,relating to or concerned with a city or densely populated area,civilized
urgent,compelling immediate action,important
urgent,compelling immediate action,imperative
urgent,compelling immediate action,critical
urgent,compelling immediate action,essential
used,employed in accomplishing something,active
used,employed in accomplishing something,functional
useful,being of use or service,beneficial
useful,being of use or service,advantageous
useful,being of use or service,helpful
useful,being of use or service,serviceable
useless,having no beneficial use or incapable of functioning usefully,ineffective
useless,having no beneficial use or incapable of functioning usefully,worthless
useless,having no beneficial use or incapable of functioning usefully,unhelpful
useless,having no beneficial use or incapable of functioning usefully,unproductive
usual,occurring or encountered or experienced or observed frequently or in accordance with regular practice or procedure,regular
usual,occurring or encountered or experienced or observed frequently or in accordance with regular practice or procedure,typical
usual,occurring or encountered or experienced or observed frequently or in accordance with regular practice or procedure,frequent
vacant,without an occupant or incumbent,empty
vacant,without an occupant or incumbent,unoccupied
vague,"not precisely limited, determined, or distinguished",ambiguous
vague,"not precisely limited, determined, or distinguished",imprecise
vague,"not precisely limited, determined, or distinguished",unclear
vain,characteristic of false pride; having an exaggerated sense of self-importance,proud
vain,characteristic of false pride; having an exaggerated sense of self-importance,arrogant
valid,well grounded in logic or truth or having legal force,true
valid,well grounded in logic or truth or having legal force,sound
valuable,having great material or monetary value especially for use or exchange,worthwhile
variable,liable to or capable of change,changeable
variable,liable to or capable of change,mutable
variable,liable to or capable of change,unstable
varied,characterized by variety,diverse
varied,characterized by variety,heterogeneous
various,of many different kinds purposefully arranged but lacking any uniformity,mixed
varying,marked by diversity or difference,heterogeneous
varying,marked by diversity or difference,diverse
vast,unusually great in size or amount or degree or especially extent or scope,large
verbal,of or relating to or formed from words in general,expressive
verbal,of or relating to or formed from words in general,linguistic
verbal,of or relating to or formed from words in general,communicative
very,precisely as stated,exact
very,precisely as stated,precise
viable,capable of being done with means at hand and circumstances as they are,possible
viable,capable of being done with means at hand and circumstances as they are,practical
vicious,(of persons or their actions) able or disposed to inflict pain or suffering,malicious
vicious,(of persons or their actions) able or disposed to inflict pain or suffering,aggressive
vigorous,characterized by forceful and energetic action or activity,forceful
vigorous,characterized by forceful and energetic action or activity,energetic
vigorous,characterized by forceful and energetic action or activity,active
violent,acting with or marked by or resulting from great force or energy or emotional intensity,aggressive
violent,acting with or marked by or resulting from great force or energy or emotional intensity,powerful
violent,acting with or marked by or resulting from great force or energy or emotional intensity,intense
violent,acting with or marked by or resulting from great force or energy or emotional intensity,forceful
visible,capable of being seen; or open to easy view,perceptible
visible,capable of being seen; or open to easy view,observable
visible,capable of being seen; or open to easy view,detectable
visible,capable of being seen; or open to easy view,discernible
visual,relating to or using sight,perceptual
visual,relating to or using sight,sensory
vital,urgently needed; absolutely necessary,essential
vital,urgently needed; absolutely necessary,indispensable
vital,urgently needed; absolutely necessary,necessary
vital,urgently needed; absolutely necessary,important
vocational,of or relating to a vocation or occupation; especially providing or undergoing training in special skills,professional
vulnerable,susceptible to attack,unprotected
vulnerable,susceptible to attack,exposed
vulnerable,susceptible to attack,defenseless
waiting,being and remaining ready and available for use,available
waiting,being and remaining ready and available for use,ready
walking,close enough to be walked to,accessible
walking,close enough to be walked to,nearby
warm,having or producing a comfortable and agreeable degree of heat or imparting or maintaining heat,hot
warm,psychologically warm; friendly and responsive,cordial
warm,psychologically warm; friendly and responsive,amiable
warm,psychologically warm; friendly and responsive,friendly
warm,psychologically warm; friendly and responsive,kind
waste,located in a dismal or remote area; desolate,remote
waste,located in a dismal or remote area; desolate,isolated
wealthy,having an abundant supply of money or possessions of value,prosperous
wee,(used informally) little or tiny,small
wee,(used informally) little or tiny,little
wee,(used informally) little or tiny,tiny
weekly,of or occurring every seven days,periodic
weekly,of or occurring every seven days,recurring
weekly,of or occurring every seven days,regular
weird,fate personified; any one of the three Weird Sisters,fateful
weird,fate personified; any one of the three Weird Sisters,mysterious
welcome,giving pleasure or satisfaction or received with pleasure or freely granted,agreeable
welcome,giving pleasure or satisfaction or received with pleasure or freely granted,favorable
welcome,giving pleasure or satisfaction or received with pleasure or freely granted,pleasant
well,in good health especially after having suffered illness or injury,healthy
well,in good health especially after having suffered illness or injury,fit
western,relating to or characteristic of the western parts of the world or the West as opposed to the eastern or oriental parts,regional
wet,covered or soaked with a liquid such as water,moist
wet,covered or soaked with a liquid such as water,damp
wet,covered or soaked with a liquid such as water,humid
whole,including all components without exception; being one unit or constituting the full amount or extent or duration; complete,complete
whole,including all components without exception; being one unit or constituting the full amount or extent or duration; complete,entire
whole,including all components without exception; being one unit or constituting the full amount or extent or duration; complete,full
wicked,morally bad in principle or practice,evil
wicked,morally bad in principle or practice,corrupt
wicked,morally bad in principle or practice,immoral
wicked,morally bad in principle or practice,bad
wide,having great (or a certain) extent from one side to the other,large
widespread,widely circulated or diffused,common
widespread,widely circulated or diffused,extensive
widespread,widely circulated or diffused,general
widespread,widely circulated or diffused,prevalent
wild,marked by extreme lack of restraint or control,uncontrolled
wild,marked by extreme lack of restraint or control,unrestrained
wild,in a natural state; not tamed or domesticated or cultivated,natural
wild,in a natural state; not tamed or domesticated or cultivated,uncultivated
willing,disposed or inclined toward,ready
willing,disposed or inclined toward,inclined
winning,be the winner in a contest or competition; be victorious,successful
winning,be the winner in a contest or competition; be victorious,triumphant
wise,having or prompted by wisdom or discernment,discerning
wise,having or prompted by wisdom or discernment,intelligent
wonderful,extraordinarily good or great; used especially as intensifiers,positive
wonderful,extraordinarily good or great; used especially as intensifiers,good
wonderful,extraordinarily good or great; used especially as intensifiers,superb
wonderful,extraordinarily good or great; used especially as intensifiers,excellent
wooden,made or consisting of (entirely or in part) or employing wood,material
wooden,made or consisting of (entirely or in part) or employing wood,organic
wooden,made or consisting of (entirely or in part) or employing wood,natural
working-class,of those who work for wages especially manual or industrial laborers,manual
working-class,of those who work for wages especially manual or industrial laborers,industrial
working,actively engaged in paid work,active
working,actively engaged in paid work,busy
working,actively engaged in paid work,employed
worldwide,spanning or extending throughout the entire world,international
worried,afflicted with or marked by anxious uneasiness or trouble or grief,anxious
worried,afflicted with or marked by anxious uneasiness or trouble or grief,uneasy
worried,afflicted with or marked by anxious uneasiness or trouble or grief,troubled
worthwhile,sufficiently valuable to justify the investment of time or interest,rewarding
worthwhile,sufficiently valuable to justify the investment of time or interest,useful
worthwhile,sufficiently valuable to justify the investment of time or interest,beneficial
worthy,having worth or merit or value; being honorable or admirable,admirable
worthy,having worth or merit or value; being honorable or admirable,meritorious
worthy,having worth or merit or value; being honorable or admirable,valuable
written,set down in writing in any of various ways,recorded
written,set down in writing in any of various ways,documented
wrong,not correct; not in conformity with fact or truth,false
wrong,not correct; not in conformity with fact or truth,erroneous
wrong,contrary to conscience or morality or law,illegal
wrong,contrary to conscience or morality or law,unjust
wrong,contrary to conscience or morality or law,immoral
yellow,of the color intermediate between green and orange in the color spectrum; of something resembling the color of an egg yolk,chromatic
young,(used of living things especially persons) in an early period of life or development or growth,early
young,(used of living things especially persons) in an early period of life or development or growth,juvenile
